ARTIGO CODIGO,ARTIGO,COR,NCM,BASE,UnP,VENDA,PRODUÇÃO,NOME REDUZIDO,NOME DE MERCADO,LINHA,URDUME,SARJA,COD. RETALHO,SAP,TRAMA REDUZIDO,SGS,SGS UN 1,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,SAP,TRAMA REDUZIDO,SGS,SGS UN 2,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,CONS.TR/m,SGS,QT.FIOS,NE RESULTANTE,SGS,QT.FIOS,NE RESULTANTE,CONS.URD/m,BATIDA,LARG.PENTE,LARG.CRU,PESO/m CRU,Oz/jd2,Peso/m2,LARGURA MIN,LARGURA ,LARGURA MAX,SKEW MIN,SKEW MAX,URD.MIN,URD.MAX,TRAMA MIN,TRAMA MAX,VAR STR.MIN TRAMA,VAR STR.MAX TRAMA,VAR STR.MIN URD,VAR STR.MAX URD,PONTOS,ENC.TEC.URDUME,ENC. TEC.TRAMA,ENC.ACAB URD,ENC.ACAB TRAMA,LAV.AMAC.URD,LAV.AMAC.TRM,LAV STONE ,LAV STONE ,STRET LAV STONE,COMPOSIÇÃO,TRAMA
LF310910Q5561A,LF310910Q5,561A,5211429,,STC,N,N,,DCH-974,LOCO WINTER 2015,U12/1F4840561,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","18,0","14,0",,,,,,,,"143,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,0","189,80","170,00","0,436","9,3","320,00","141,00","144,00","149,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","24,00","30,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 14/1RING+70DN
LF310911Q5511A,LF310911Q5,511A,5209421,S,STC,N,N,,CAMILO,LOCO WINTER 2015,U12/1F4760511,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,80","170,00","0,436","8,5","276,00","132,00","135,00","140,00","4,00","8,00","-3,00","1,00","-9,00","-3,00","31,00","37,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 20/1RING+40DN
LF310911Q5561A,LF310911Q5,561A,5209421,,STC,N,N,,CAMILO,LOCO WINTER 2015,U12/1F4760511,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,80","170,00",,"8,5",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,"10,43",,,"0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 20/1RING+40DN
LF310912Q5511F,LF310912Q5,511F,5211429,,STC,N,N,,GALO,TECIDO SANTANA TEXT.,U12/1F4760511,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","16,0","14,0",,,,,,,,"127,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","16,0","189,80","170,00","0,381","9,0","262,00","134,00","137,00","142,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","36,00","42,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING + 70DN
LF310912Q5511R,LF310912Q5,511R,5211429,,STC,N,N,,GALO,TECIDO SANTANA TEXT.,U12/1F4760511,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","16,0","14,0",,,,,,,,"127,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","16,0","189,80","170,00",,"9,0",,,,,"5,00","9,00","-3,00","1,00","-12,00","-6,00","36,00","42,00","0,00","0,00","35,00",,"10,43",,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING + 70DN
LF310912X5561A,LF310912X5,561A,5209421,S,STC,N,N,,LADISLAO II,TECIDO SANTANA TEXT.,10+10F4536561,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,51",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,00","177,00","0,413","9,3","307,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-14,00","-8,00","33,00","39,00","0,00","0,00","35,00","6,40","6,35","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX
LF310913Q5561R,LF310913Q5,561R,,,STC,N,N,,JESSEN,LOCO WINTER 2015,U12/1F4760561,3X1 DIREITA,,0121LO01CT,12/1 OE,1747431,523098,HILO 12/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,0","12,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,0","14,0","173,31",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,80","170,00","0,436","9,3","320,00","138,00","141,00","146,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","23,00","29,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 12 OE LISO + HILO 14/1RING+70DN
LF310913X5561A,LF310913X5,561A,5209421,,STC,N,N,,LADISLAO II,TECIDO SANTANA TEXT.,10+10F4536561,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"10,0","20,0",0201LC48PT,20/1 RING + 40D (TIPOITI),1979998,804594,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,0","20,0","111,51",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,00","177,00","0,413","9,3","307,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-14,00","-8,00","33,00","39,00","0,00","0,00","35,00","6,40","6,35","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX + 20/1 + 40D TIPOITI
LF310914Q5561A,LF310914Q5,561A,5209421,S,STC,N,N,,LADISLAO,TECIDO SANTANA TEXT.,U12/1F4760561,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,51",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,00","170,00","0,436","9,0","292,00","130,00","133,00","138,00","4,00","8,00","-3,00","1,00","-9,00","-3,00","31,00","37,00","0,00","0,00","35,00","6,40","6,35","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310914X5549F,LF310914X5,549F,5209429,S,STC,N,N,,ACACIO,TECIDO SANTANA TEXT.,10+10F4536549,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"22,0","20,0",,,,,,,,"123,31",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","22,0","190,00","175,00","0,421","9,3","325,00","133,00","136,00","141,00","4,00","8,00","-3,00","1,00","-11,00","-5,00","30,00","36,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX
LF310915X5561A,LF310915X5,561A,5209421,,STC,N,N,,LADISLAO II,TECIDO SANTANA TEXT.,10+10F4536561,3X1 DIREITA,RET A98EL2,0201LC48PT,20/1 RING + 40D (TIPOITI),1979998,804594,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,51",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,00","177,00","0,413","9,3","307,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-15,00","-9,00","43,00","49,00","0,00","0,00","35,00","6,40","6,35","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D TIPOITI
LF310922X5511A,LF310922X5,511A,5209421,S,STC,N,N,,CAMILO II,TECIDO SANTANA TEXT.,10+10F4536511,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,51",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,00","177,00","0,408","9,3","318,00","133,00","136,00","141,00","4,00","8,00","-3,00","1,00","-13,00","-7,00","31,00","37,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX
LF3110  K5561M,LF3110  K5,561M,5209421,S,STC,N,N,,LEXINGTON,TECIDO SANTANA TEXT.,U11/1F4760561,3X1 DIREITA,RET A98EL2,0141LCK6PT,14/1 RING + 70DN DIN GROUP,1993526,821086,HILO 14/1 LISO CONV PEINA TECEL 93% CO - 7% PUE 70D DIN GROUP ,"20,0","14,0",,,,,,,,"156,77",1983152,"4.760,00","11,0",,,,"255,31","20,0","186,00","179,00","0,450","10,0","340,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-16,00","-10,00","46,00","52,00","0,00","0,00","35,00","6,40","5,29","14,50","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1 + 70D DIN GROUP
LF3110  Q5561,LF3110  Q5,561,5211421,S,STC,N,N,,ASSEN 10 OZ,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0121LC48PT,12/1 RING + 70DN,1904291,719237,"HILO 12/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","22,0","12,0",,,,,,,,"205,30",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","22,0","189,80",,"0,451","10,0","329,00","144,00","147,00","152,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","14,00","20,00","0,00","0,00","35,00","8,60","10,22","14,00","13,62","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 12/1RING + 70DN STC
LF3110  R5561M,LF3110  R5,561M,5209421,N,STC,N,N,,DORDRECHT,TECIDO SANTANA TEXT.,12/1F74840561,3X1 DIREITA,,7052LF91GT,150/144 + 10W + 40DN STC,1945456,764259,"HILO 150/144+10W+40D LISO FILA TANGL TEC 72,40% CO AMARELO ","15,5","7,2",,,,,,,,"240,13",1898229,"4.840,00","12,0",,,,"237,97","15,5","189,06",,,"9,8","347,00","149,00","151,00","154,00","5,00","9,00","-3,00","1,00","-7,00","-2,00","17,00","23,00","0,00","0,00","35,00","8,60",,"3,51","4,56","0,00","0,00","0,00","0,00","0,00","87,5%  ALGODON 11,5%  POLYESTER 1%  ELASTANO",HILO 150/144+10W+40DN LISO FILA TANGL TC
LF3110  T5561M,LF3110  T5,561M,5209421,,STC,N,N,,DORDRECHT 8F 4242,TECIDO SANTANA TEXT.,U10+8F4242561,3X1 DIREITA,,7052LF91GT,150/144 + 10W + 40DN STC,1945456,764259,"HILO 150/144+10W+40D LISO FILA TANGL TEC 72,40% CO AMARELO ","15,5","7,2",,,,,,,,"224,81",1747429,"2.121,00","10,1",1781723,"2.121,00","8,0","280,32","15,5","177,00",,,"10,0","340,00","160,00","162,00","165,00","5,00","9,00","-3,00","1,00","-3,00","1,00","0,00","0,00","0,00","0,00","35,00","7,50",,"14,00","4,00","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,150/144+10W+40DN
LF311001K5561M,LF311001K5,561M,5209421,,STC,N,N,,LEXINGTON II,TECIDO SANTANA TEXT.,U11/1F4760561,3X1 DIREITA,RET A98EL2,0142LFL2GT,30/1 OE + 150/144F PES + 50DN,1996166,824166,"HILO 14/1 LISO FILA TANGL TECEL 50,00% CO ALGODON - 46,00% PES ","20,0","14,0",,,,,,,,"156,77",1983152,"4.760,00","11,0",,,,"255,31","20,0","186,00","179,00","0,450","10,0","340,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-16,00","-10,00","46,00","52,00","0,00","0,00","35,00","6,40","5,29","14,50","16,60","0,00","0,00","0,00","0,00","0,00",92%  ALGODON 7%  POLYESTER 1%  ELASTANO,HILO NE 30/1 CO + 150/1 144F PES + 50D  INVISTA
ARTIGO CODIGO,ARTIGO,COR,NCM,BASE,UnP,VENDA,PRODUÇÃO,NOME REDUZIDO,NOME DE MERCADO,LINHA,URDUME,SARJA,COD. RETALHO,SAP,TRAMA REDUZIDO,SGS,SGS UN 1,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,SAP,TRAMA REDUZIDO,SGS,SGS UN 2,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,CONS.TR/m,SGS,QT.FIOS,NE RESULTANTE,SGS,QT.FIOS,NE RESULTANTE,CONS.URD/m,BATIDA,LARG.PENTE,LARG.CRU,PESO/m CRU,Oz/jd2,Peso/m2,LARGURA MIN,LARGURA ,LARGURA MAX,SKEW MIN,SKEW MAX,URD.MIN,URD.MAX,TRAMA MIN,TRAMA MAX,VAR STR.MIN TRAMA,VAR STR.MAX TRAMA,VAR STR.MIN URD,VAR STR.MAX URD,PONTOS,ENC.TEC.URDUME,ENC. TEC.TRAMA,ENC.ACAB URD,ENC.ACAB TRAMA,LAV.AMAC.URD,LAV.AMAC.TRM,LAV STONE ,LAV STONE ,STRET LAV STONE,COMPOSIÇÃO,TRAMA
LF311001Q5561,LF311001Q5,561,5211421,,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,2","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,2","14,0","176,82",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,5","189,00",,"0,436","9,1","305,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","14,00","20,00","0,00","0,00","35,00","8,60","3,40","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING+70DN+10OE WATER
LF311001R5561R,LF311001R5,561R,5211421,N,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,12/1F74840561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,2","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,2","14,0","176,88",1898229,"4.840,00","12,0",,,,"0,00","18,5","189,06",,,"10,0","339,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60",,"14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING+70DN+10OE WATER
LF311001T5561R,LF311001T5,561R,5209421,,STC,N,N,,MUNICH 8F 4242,TECIDO SANTANA TEXT.,U10+8F4242561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,2","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,2","14,0","165,60",1747429,"2.121,00","10,1",1781723,"2.121,00","8,0","280,32","18,5","177,00",,,"10,0","340,00","160,00","162,00","165,00","5,00","9,00","-3,00","1,00","-3,00","1,00","0,00","0,00","0,00","0,00","35,00","7,50",,"14,00","4,00","0,00","0,00","0,00","0,00","0,00",81%  ALGODON 18%  POLYESTER 1%  ELASTANO,10/10 OE + 14/1RING+70DN
LF311002Q5561M,LF311002Q5,561M,5209421,S,STC,N,N,,LORDE,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0141LO01CT,14/1 OE,1747433,523100,HILO 14/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,5","14,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,5","14,0","167,97",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","21,0","189,80","165,00","0,436","9,3","315,00","143,00","145,00","148,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60","13,07","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN                 HILO NE 14/1 LISO 
LF311002R5561R,LF311002R5,561R,5211421,,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,U11/1F4550561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,2","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,2","14,0","176,88",1953976,"4.550,00","11,0",,,,"0,00","18,5","189,06","172,00",,"10,0","339,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60",,"14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING+70DN+10OE WATER
LF311003K5561F,LF311003K5,561F,5209421,S,STC,N,N,,REGINO,TECIDO SANTANA TEXT.,10+11F4536561,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"22,0","20,0",,,,,,,,"123,18",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","22,0","189,80","170,00","0,436","9,5","319,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","27,00","33,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX
LF311003Q5561R,LF311003Q5,561R,5209421,,STC,N,N,,JESSEN,LOCO WINTER 2015,U12/1F4840561,3X1 DIREITA,,0141LO01CT,14/1 OE,1747433,523100,HILO 14/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,5","14,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,5","14,0","167,97",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","21,0","189,80","170,00","0,436","9,3","315,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 14 OE LISO + HILO 14/1RING+70DN
LF311004E5561E,LF311004E5,561E,5211421,S,STC,N,N,,ICON COMFORT,TECIDO SANTANA TEXT.,10+10F4760561,3X1 DIREITA,RET A98EL2,0121LC1QCT,12/1 RING + 40DN (STL) 5C 166L,2071604,920516,"HILO 12/1 LISO CONV CARDA TECEL 97,30% CO BRANCO - 2,70% PUE ","15,0","12,0",,,,,,,,"137,10",1747429,"2.600,00","10,0",1979837,"2.160,00","10,0","280,84","15,0","185,90","174,00","0,500","9,7","330,00","147,00","150,00","155,00","4,00","8,00","-3,00","1,00","-18,00","-12,00","32,00","38,00","17,00","18,00","35,00","8,00","6,40","17,00","13,79","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,12/1 RING + 40DN (STL)
LF311004Q5561R,LF311004Q5,561R,5209421,S,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,2","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,2","14,0","177,57",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,5","189,80","165,00","0,436","9,3","315,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60","13,07","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN                 HILO NE 10/1 LISO 
LF311004U,LF311004U,,,,STL,N,N,,LANIKAI,TECIDO SANTANA TEXT.,10+9FC4824511,3X1 DIREITA,,0141LO38CT,,1978416,803048,"HILO 14/1 LISO OE CARDA TECEL 94,70% CO - 5,30% PUE 70D H350 ","9,0","14,0",0151LO31CT,,1978418,803049,"HILO TITULO 15 LISO OE CARDA TECEL 48,10% CO - 48,10% PES ","9,0","15,0","138,59",1747429,"2.412,00","10,0",1978440,"2.412,00","9,5","292,11","18,0","189,00","183,00",,"9,5",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",91%  ALGODON 8%  POLYESTER 1%  ELASTANO,
LF311004U 563R,LF311004U,563R,5209429,S,STL,N,N,,LANIKAI,TECIDO SANTANA TEXT.,10+9FC4824511,3X1 DIREITA,,0141LO38CT,,1978416,803048,"HILO 14/1 LISO OE CARDA TECEL 94,70% CO - 5,30% PUE 70D H350 ","9,0","14,0",0151LO31CT,,1978418,803049,"HILO TITULO 15 LISO OE CARDA TECEL 48,10% CO - 48,10% PES ","9,0","15,0","138,59",1747429,"2.412,00","10,0",1978440,"2.412,00","9,5","292,11","18,0","189,00","183,00","0,454","9,5","322,00","150,00","153,00","158,00","4,00","8,00","-3,00","1,00","-10,00","-4,00","24,00","30,00","0,00","0,00","20,00","5,40","3,17","12,50","14,75","-2,00","-5,00","-4,00","-7,00","0,00",91%  ALGODON 8%  POLYESTER 1%  ELASTANO,
LF311005E5561E,LF311005E5,561E,5211421,,STC,N,N,,ICON COMFORT,TECIDO SANTANA TEXT.,10+10F4760561,3X1 DIREITA,RET A98EL2,12R1LC3YCT,12/1 RING + 40DN (TIPOITI),2081814,935640,HILO 12/1 LISO CONV CARDA TECEL 96% CO - 4% PUE TIPOITI,"15,0","11,8",,,,,,,,"139,43",1747429,"2.600,00","10,0",1979837,"2.160,00","10,0","280,84","15,0","185,90","174,00","0,450","9,3","315,00","147,00","150,00","155,00","4,00","8,00","-3,00","1,00","-18,00","-12,00","32,00","38,00","17,00","18,00","35,00","8,00","6,40","17,00","13,79","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,12/1 RING + 40DN (TIPOITI)
LF311005Q5561M,LF311005Q5,561M,5209421,,STC,N,N,,LORDE,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0121LO01CT,12/1 OE,1747431,523098,HILO 12/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,0","12,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,0","14,0","173,31",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","165,00","0,436","9,3","315,00","143,00","145,00","148,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60","13,07","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN                 HILO NE 12/1 LISO 
LF311006E5561E,LF311006E5,561E,5211421,,STC,N,N,,ICON COMFORT,TECIDO SANTANA TEXT.,10+10F4760561,3X1 DIREITA,RET A98EL2,12R1LC3YCT,12/1 RING + 40DN (TIPOITI),2081814,935640,HILO 12/1 LISO CONV CARDA TECEL 96% CO - 4% PUE TIPOITI,"15,5","11,8",,,,,,,,"144,07",1747429,"2.600,00","10,0",1979837,"2.160,00","10,0","280,84","15,5","185,90","177,00","0,462","9,8","329,00","147,00","150,00","155,00","4,00","8,00","-3,00","1,00","-18,00","-12,00","32,00","38,00","17,50","18,50","35,00","8,00","4,79","16,50","15,25","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,12/1 RING + 40DN (TIPOITI)
LF311006Q5561R,LF311006Q5,561R,5209421,,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,0","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,0","14,0","172,77",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,0","189,80","165,00","0,436","9,3","315,00","142,00","145,00","150,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN                 HILO NE 10/1 LISO 
LF311007Q5,LF311007Q5,,,,STC,N,N,,MUNICH,TECIDO SANTANA TEXT.,U12/1F4760561,3X1 DIREITA,,0101LO01CT,10/1 OE,1747429,523096,HILO 10/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"9,0","10,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","9,0","14,0","172,77",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","18,0","189,80","165,00",,"9,3",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN                 HILO NE 10/1 LISO 
