ARTIGO CODIGO,ARTIGO,COR,NCM,BASE,UnP,VENDA,PRODUÇÃO,NOME REDUZIDO,NOME DE MERCADO,LINHA,URDUME,SARJA,COD. RETALHO,SAP,TRAMA REDUZIDO,SGS,SGS UN 1,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,SAP,TRAMA REDUZIDO,SGS,SGS UN 2,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,CONS.TR/m,SGS,QT.FIOS,NE RESULTANTE,SGS,QT.FIOS,NE RESULTANTE,CONS.URD/m,BATIDA,LARG.PENTE,LARG.CRU,PESO/m CRU,Oz/jd2,Peso/m2,LARGURA MIN,LARGURA ,LARGURA MAX,SKEW MIN,SKEW MAX,URD.MIN,URD.MAX,TRAMA MIN,TRAMA MAX,VAR STR.MIN TRAMA,VAR STR.MAX TRAMA,VAR STR.MIN URD,VAR STR.MAX URD,PONTOS,ENC.TEC.URDUME,ENC. TEC.TRAMA,ENC.ACAB URD,ENC.ACAB TRAMA,LAV.AMAC.URD,LAV.AMAC.TRM,LAV STONE ,LAV STONE ,STRET LAV STONE,COMPOSIÇÃO,TRAMA
LF310810Q5,LF310810Q5,,,,STC,N,N,,FELIX,TECIDO SANTANA TEXT.,U12/1F4840920,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","19,0","189,80","170,00",,"9,0",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310811Q5549R,LF310811Q5,549R,5211429,S,STC,N,N,,YAGO,TECIDO SANTANA TEXT.,U12/1F4840549,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","8,7","301,00","139,00","142,00","147,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","24,00","30,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310811X5549F,LF310811X5,549F,5211429,N,STC,N,N,,ACACIO,TECIDO SANTANA TEXT.,10+10F4536549,3X1 DIREITA,RETLYCRA,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,80","175,00","0,412","8,5","301,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","24,00","30,00","0,00","0,00","35,00","8,60","7,80","17,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1 RING + 40DN
LF310812Q5,LF310812Q5,,,,STC,N,N,,SEYDA,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00",,"8,7",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310812Q5561R,LF310812Q5,561R,5211429,,STC,N,N,,SEYDA,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","8,7","301,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","24,00","30,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310813Q5511R,LF310813Q5,511R,5211429,,STC,N,N,,MATEO,TECIDO SANTANA TEXT.,U12/1F4760511,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","19,0","189,80","170,00",,"8,7",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,"14,00",,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310813Q5511F,LF310813Q5,511F,5211429,,STC,N,N,,MATEO,TECIDO SANTANA TEXT.,U12/1F4760511,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","19,0","189,80","170,00","0,436","8,7","301,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","32,00","38,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310813Q5,LF310813Q5,,,,STC,N,N,,MATEO,TECIDO SANTANA TEXT.,U12/1F4760511,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","19,0","189,80","170,00",,"8,7",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310814Q5511R,LF310814Q5,511R,5209421,,STC,N,N,,DCH-976,LOCO WINTER 2015,U12/1F4840511,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","16,0","14,0",,,,,,,,"127,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","16,0","189,80","170,00","0,436","8,0","320,00","141,00","144,00","149,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","23,00","29,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 14/1RING+70DN
LF310815Q5511R,LF310815Q5,511R,5209421,,STC,N,N,,DCH-976,TECIDO SANTANA TEXT.,U12/1F4840511,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","16,0","14,0",,,,,,,,"127,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","16,0","189,80","165,00","0,436","8,0","315,00","118,00","120,00","123,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","21,00","27,00","0,00","0,00","35,00","8,60","13,07","14,00","17,40","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 14/1RING + 70DN
LF310816Q5561R,LF310816Q5,561R,5209421,S,STC,N,N,,SEYDA,TECIDO SANTANA TEXT.,U12/1F4760561,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,80","170,00","0,390","8,7","287,00","133,00","136,00","141,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","30,00","36,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF310817Q5920B,LF310817Q5,920B,5211429,,STC,N,N,,FELIX,TECIDO SANTANA TEXT.,U12/1F4760920,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","19,0","189,80","170,00","0,436","9,0","295,00","132,00","135,00","140,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","25,00","33,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310817Q5,LF310817Q5,,,,STC,N,N,,FELIX,TECIDO SANTANA TEXT.,U12/1F4760920,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","20,0",,,,,,,,"106,38",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","19,0","189,80","170,00",,"9,0",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310818Q5920R,LF310818Q5,920R,5211429,,STC,N,N,,SEELOW,LOCO WINTER 2015,U12/1F4760920,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.732,00","12,0",1967658,"28,00","12,7","233,96","20,0","189,80","170,00","0,436","8,3","281,00","139,00","142,00","147,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","32,00","38,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 40DN
LF3109  E5561A,LF3109  E5,561A,5209421,S,STC,N,N,,LADISLAO III,TECIDO SANTANA TEXT.,10+10F4760561,3X1 DIREITA,RET A98EL2,0201LC48PT,20/1 RING + 40D (TIPOITI),1979998,804594,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"109,74",1747429,"2.600,00","10,0",1979837,"2.160,00","10,0","280,84","20,0","186,00","177,00","0,413","9,0","307,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-15,00","-9,00","43,00","49,00","0,00","0,00","35,00","6,40","4,84","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D TIPOITI
LF3109  K5561A,LF3109  K5,561A,5209421,,STC,N,N,,LADISLAO IV,TECIDO SANTANA TEXT.,U11/1F4760561,3X1 DIREITA,RET A98EL2,0201LCK5PT,20/1 RING + 40DN T&N PLATEX,1993506,821066,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,5","20,0",,,,,,,,"112,48",1983152,"4.760,00","11,0",,,,"255,31","20,5","186,00","177,00","0,421","9,0","301,00","139,00","142,00","147,00","4,00","8,00","-3,00","1,00","-13,00","-7,00","38,00","44,00","0,00","0,00","35,00","6,40","4,84","13,50","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D TN & PLATEX
LF3109  Q5561,LF3109  Q5,561,5211421,S,STC,N,N,,BREDA 9 OZ,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","19,0","14,0",,,,,,,,"151,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","19,0","189,80",,"0,436","9,0","305,00","142,00","145,00","150,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","14,00","20,00","0,00","0,00","35,00","8,60","5,49","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING + 70DN STC
LF3109  R5511R,LF3109  R5,511R,5209421,S,STC,N,N,,HANOVER,TECIDO SANTANA TEXT.,12/1F74840511,3X1 DIREITA,,2081FF93GT,150/144 + 30W + 70 DN,1945836,764639,HILO 150/144F+30W+70 FANTA FILA TANGL TE 52% CO AMARELO - ,"19,0","14,5",,,,,,,,"146,16",1898229,"4.840,00","12,0",,,,"237,97","19,0","189,06",,"0,395","9,5","322,00","130,00","132,00","135,00","5,00","9,00","-3,00","1,00","-3,00","1,00","32,00","38,00","0,00","0,00","35,00","8,60",,"14,00","4,56","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,HILO 150/144+30W+70 DN
LF3109  T5561R,LF3109  T5,561R,5209421,,STC,N,N,,LIEPE 8F 4242,TECIDO SANTANA TEXT.,U10+8F4242561,3X1 DIREITA,,2081FF93GT,150/144 + 30W + 70 DN,1945836,764639,HILO 150/144F+30W+70 FANTA FILA TANGL TE 52% CO AMARELO - ,"19,0","14,5",,,,,,,,"136,84",1747429,"2.121,00","10,1",1781723,"2.121,00","8,0","280,32","19,0","177,00",,,"9,0","340,00","160,00","162,00","165,00","5,00","9,00","-3,00","1,00","-3,00","1,00","0,00","0,00","0,00","0,00","35,00","7,50","3,30","14,00","4,00","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,150/144+30W+70DN
LF310901Q5561,LF310901Q5,561,5211421,,STC,N,N,,DETROIT,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,0161LO01CT,16/1 OE,1747425,523092,HILO 16/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"8,2","15,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","8,2","14,0","127,04",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","16,5","189,00",,"0,436","8,4","305,00","139,00","142,00","147,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","14,00","20,00","0,00","0,00","35,00","8,60","3,42","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 14/1RING+70DN+16OE WATER
ARTIGO CODIGO,ARTIGO,COR,NCM,BASE,UnP,VENDA,PRODUÇÃO,NOME REDUZIDO,NOME DE MERCADO,LINHA,URDUME,SARJA,COD. RETALHO,SAP,TRAMA REDUZIDO,SGS,SGS UN 1,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,SAP,TRAMA REDUZIDO,SGS,SGS UN 2,DESCRIÇÃO,BATIDAS/FIO,NE RESULTANTE,CONS.TR/m,SGS,QT.FIOS,NE RESULTANTE,SGS,QT.FIOS,NE RESULTANTE,CONS.URD/m,BATIDA,LARG.PENTE,LARG.CRU,PESO/m CRU,Oz/jd2,Peso/m2,LARGURA MIN,LARGURA ,LARGURA MAX,SKEW MIN,SKEW MAX,URD.MIN,URD.MAX,TRAMA MIN,TRAMA MAX,VAR STR.MIN TRAMA,VAR STR.MAX TRAMA,VAR STR.MIN URD,VAR STR.MAX URD,PONTOS,ENC.TEC.URDUME,ENC. TEC.TRAMA,ENC.ACAB URD,ENC.ACAB TRAMA,LAV.AMAC.URD,LAV.AMAC.TRM,LAV STONE ,LAV STONE ,STRET LAV STONE,COMPOSIÇÃO,TRAMA
LF310901T5561R,LF310901T5,561R,5209421,,STC,N,N,,JESSEN 8F 4242,TECIDO SANTANA TEXT.,U10+8F4242561,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","10,5","14,0",0141LO01CW,14/1W OE,1921929,738094,HILO 14/1 LISO OE CARDA WATER 100% CO SANTANA CHACO,"10,5","14,0","156,65",1747429,"2.121,00","10,1",1781723,"2.121,00","8,0","280,32","21,0","177,00",,,"9,0","340,00","160,00","162,00","165,00","5,00","9,00","-3,00","1,00","-3,00","1,00","0,00","0,00","0,00","0,00","35,00","7,50","3,30","14,00","4,00","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,14/1RING+70DN + 14/1 LISO
LF310901U 564R,LF310901U,564R,5209429,S,STL,N,N,,FLUENCE,TECIDO SANTANA TEXT.,10+9FC4824564,3X1 DIREITA,RETALG,0151LO31CT,,1978418,803049,"HILO TITULO 15 LISO OE CARDA TECEL 48,10% CO - 48,10% PES ","17,0","15,0",,,,,,,,"126,38",1747429,"2.412,00","10,0",1978440,"2.412,00","9,5","292,11","17,0","189,00","180,00","0,444","9,1","309,00","150,00","153,00","158,00","4,00","8,00","-3,00","1,00","-6,00",,"23,00","29,00","0,00","0,00","20,00","5,20","4,76","11,00","13,00","-2,00","-2,00","-4,00","-3,00","26,00",85%  ALGODON 14%  POLYESTER 1%  ELASTANO,
LF310902Q5561R,LF310902Q5,561R,5209421,S,STC,N,N,,LIEPE,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,2081FF93GT,150/144 + 30W + 70 DN,1945836,764639,HILO 150/144F+30W+70 FANTA FILA TANGL TE 52% CO AMARELO - ,"19,0","14,5",,,,,,,,"146,16",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","19,0","189,06","170,00","0,395","9,5","322,00","136,00","138,00","141,00","5,00","9,00","-3,00","1,00","-3,00","1,00","25,00","30,00","0,00","0,00","35,00","8,60","10,08","14,00","4,56","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,HILO 150DN/144F + 30W + 70DN
LF310902T5561M,LF310902T5,561M,5209421,,STC,N,N,,LORDE 8F 4242,TECIDO SANTANA TEXT.,U10+8F4242561,3X1 DIREITA,,0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","10,5","14,0",0141LO01CW,14/1W OE,1921929,738094,HILO 14/1 LISO OE CARDA WATER 100% CO SANTANA CHACO,"10,5","14,0","156,65",1747429,"2.121,00","10,1",1781723,"2.121,00","8,0","280,32","21,0","177,00",,,"9,0","340,00",,"162,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,"7,50",,"14,00","4,00","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,14/1RING+70DN + 14/1 LISO
LF310902X5920B,LF310902X5,920B,5209429,S,STC,N,N,,FELIX II,TECIDO SANTANA TEXT.,10+10F4536920,3X1 DIREITA,RET A98EL2,0201LCF9PT,20/1 RING + 40D (INDIA),1979996,804590,HILO 20/1 LISO CONV PEINA TECEL 93% CO ALGODON - 7% PUE 40D ,"20,0","20,0",,,,,,,,"111,51",1747429,"2.254,00","10,0",1967658,"28,00","12,7","134,29","20,0","189,00","177,00","0,412","9,3","315,00","133,00","136,00","141,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","25,00","33,00","0,00","0,00","35,00","8,00","6,35","14,00","11,00","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO 20/1 LISO + 40D ABTEX
LF310903Q5561,LF310903Q5,561,5211421,,STC,N,N,,AUSTIN,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,2041LF68GT,150DN/48F + 40DN BLANCO STC,1941561,760084,"HILO 150/48+40 BLANC LISO FILA TANGL TEC 92,50% PES 48F TXT ","20,0","30,0",,,,,,,,"74,34",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,00",,"0,436","8,5","305,00","139,00","142,00","147,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","14,00","20,00","0,00","0,00","35,00","8,60",,"14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,150/48F + 40DN STC
LF310904Q5920R,LF310904Q5,920R,5209429,S,STC,N,N,,LEETZA,LOCO WINTER 2015,U12/1F4840920,3X1 DIREITA,,0121LO01CT,12/1 OE,1747431,523098,HILO 12/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,0","12,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,0","14,0","173,31",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","167,00","0,395","9,3","320,00","137,00","140,00","145,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","26,00","32,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO NE 12/1 OE + 14/1RING/ELAS70DN
LF310905Q5561R,LF310905Q5,561R,5209421,S,STC,N,N,,JESSEN,LOCO WINTER 2015,U12/1F4840561,3X1 DIREITA,,0141LO01CT,14/1 OE,1747433,523100,HILO 14/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,5","14,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,5","14,0","167,97",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","21,0","189,80","170,00","0,436","9,3","320,00","141,00","144,00","149,00","5,00","9,00","-3,00","1,00","-12,00","-6,00","23,00","29,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 14 OE LISO + HILO 14/1RING+70DN
LF310906Q5561R,LF310906Q5,561R,5209421,,STC,N,N,,JESSEN,LOCO WINTER 2015,U12/1F4840561,3X1 DIREITA,,0121LO01CT,12/1 OE,1747431,523098,HILO 12/1 LISO OE CARDA TECEL 100% CO SANTANA CHACO,"10,0","12,0",0141LC48PT,14/1 RING + 70DN,1904292,719262,"HILO 14/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% ","10,0","14,0","173,31",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","9,3","320,00","141,00","144,00","149,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","23,00","29,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",99%  ALGODON 1%  ELASTANO,HILO 12 OE LISO + HILO 14/1RING+70DN
LF310907Q5,LF310907Q5,,,,STC,N,N,,LADISLAO,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00",,"9,0",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310907Q5561A,LF310907Q5,561A,5211429,N,STC,N,N,,LADISLAO,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","9,0","305,00","134,00","137,00","142,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","25,00","33,00","0,00","0,00","35,00","6,40",,"14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310908Q5561A,LF310908Q5,561A,5211429,S,STC,N,N,,FILEMON,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","9,0","305,00","140,00","143,00","148,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","24,00","30,00","0,00","0,00","35,00","8,60","10,43","14,00","17,40","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310908Q5561Z,LF310908Q5,561Z,5211429,,STC,N,N,,FILEMON,TECIDO SANTANA TEXT.,U12/1F4840561,3X1 DIREITA,,1881LC48PT,NE 20/1RING + 40DN (TIPOITI),1951939,771745,"HILO 20/1 LISO CONV PEINA TECEL 93,00% CO ALGODON - 7,00% PUE ","20,0","20,0",,,,,,,,"111,98",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","20,0","189,80","170,00","0,436","9,0","305,00","140,00","143,00","148,00","4,00","8,00","-3,00","1,00","-12,00","-6,00","25,00","33,00","0,00","0,00","35,00","6,40","10,43","14,00","16,60","0,00","0,00","0,00","0,00","0,00",98%  ALGODON 2%  ELASTANO,HILO NE 20/1RING + 70DN
LF310909Q5,LF310909Q5,,,,STC,N,N,,HANOVER,TECIDO SANTANA TEXT.,U12/1F4840511,3X1 DIREITA,,2081FF93GT,150/144 + 30W + 70 DN,1945836,764639,HILO 150/144F+30W+70 FANTA FILA TANGL TE 52% CO AMARELO - ,"18,0","14,5",,,,,,,,"138,47",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,0","189,06",,,"9,5",,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00",,,,,,"0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,HILO 150/144+30W+70 DN
LF310909Q5511R,LF310909Q5,511R,5209421,,STC,N,N,,HANOVER,TECIDO SANTANA TEXT.,U12/1F4840511,3X1 DIREITA,,2081FF93GT,150/144 + 30W + 70 DN,1945836,764639,HILO 150/144F+30W+70 FANTA FILA TANGL TE 52% CO AMARELO - ,"18,0","14,5",,,,,,,,"138,47",1898229,"4.812,00","12,0",1965673,"28,00","19,5","237,44","18,0","189,06",,"0,395","9,5","322,00","130,00","132,00","135,00","4,00","8,00","-3,00","1,00","-3,00","1,00","32,00","38,00","0,00","0,00","35,00","8,60",,"14,00","4,56","0,00","0,00","0,00","0,00","0,00",80%  ALGODON 18%  POLYESTER 2%  ELASTANO,HILO 150/144+30W+70 DN
