FILIAL,LOC. FISICO,MAQUINA,NOME_MAQUINA,DATA_PRODUCAO,TURNO,LADO,ITEM,DESC ITEM,HORA INICIAL,HORA FINAL,RPM,NUM FUSOS,ALFA,LOTE PRODUC,TÍTULO,TEMPO,TORCAO P POLEG,TORCAO P METRO,PROD MT/MIN,PROD KG/HR,PROD CALCULADA,PROD INFORMADA,EFIC CALCULADA,EFIC INFORMADA,OPERADOR,T.BOB.,RPM CARD,N,S,L,T,MO,CP V+ SL+,CM V- SL-,CCp C+,CCm C-,JP (P+),JM (P-),CVP,CVM,CORT NAT,% ROB 01,% ROB 02,% ROB 03
05,007,050407,OPEN END R60                  ,30/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.809,50","97,5","97,3",00096,"0,999",9500,2,34,115,123,5,19,0,18,85,6,4,0,0,114,91,97,94
05,007,050407,OPEN END R60                  ,30/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.802,80","97,2","97,0",00096,"0,999",9500,4,33,73,99,2,13,2,12,61,5,4,0,0,137,82,97,97
05,007,050407,OPEN END R60                  ,31/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.696,80","91,4","91,3",00096,"0,999",9500,3,43,83,149,3,9,1,14,98,8,5,0,0,63,79,89,92
05,007,050407,OPEN END R60                  ,31/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.700,50","91,6","91,5",00096,"0,999",9500,8,52,111,176,2,15,2,17,146,14,7,0,0,129,91,96,93
05,007,050407,OPEN END R60                  ,31/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.796,30","96,8","96,6",00007,"0,999",9500,5,32,87,92,0,8,1,15,75,6,8,0,0,123,88,96,94
05,007,050407,OPEN END R60                  ,02/02/2026,B,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,14:00,22:00,80000,540,5.4,0000000107,9.5,"8,00","16,64","655,27","122,09","245,87","1.966,98","921,50","46,8","67,3",00096,"0,998",9500,1,2,54,0,2,0,0,3,35,2,1,0,0,79,94,97,95
05,007,050407,OPEN END R60                  ,02/02/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","730,60","39,4","39,4",00096,"0,999",9500,3,19,30,23,2,9,0,8,37,5,0,0,0,60,83,88,87
05,007,050407,OPEN END R60                  ,02/02/2026,C,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","1.836,20","91,6","95,0",00096,"0,998",9500,3,8,71,0,14,0,0,8,56,3,2,0,0,116,86,96,94
05,007,050407,OPEN END R60                  ,03/02/2026,A,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","1.858,40","92,7","96,1",00096,"0,997",9500,5,12,93,0,10,2,0,15,30,0,7,0,0,134,90,94,94
05,007,050407,OPEN END R60                  ,03/02/2026,B,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","1.859,20","92,8","96,2",00096,"0,997",9500,3,13,94,0,7,0,1,14,68,2,7,0,0,189,96,93,95
05,007,050407,OPEN END R60                  ,03/02/2026,C,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","1.027,20","51,3","53,8",00096,"0,997",9500,1,8,55,0,3,0,0,10,24,1,5,0,0,118,88,86,89
05,007,050407,OPEN END R60                  ,04/02/2026,C,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,050407,OPEN END R60                  ,04/02/2026,B,U,0957615,HILO 9.5/1 FANTA SUAVE OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000107,9.5,"8,00","16,34","643,14","124,39","250,51","2.004,09","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,050407,OPEN END R60                  ,05/02/2026,B,U,0804526,HILO 10/1 FANTA OE CARDA TECEL,14:00,22:00,72000,540,5.3,0000000107,10,"8,00","16,76","659,84","109,12","208,76","1.670,11","820,40","49,1","61,4",00096,"0,997",9500,2,5,49,0,4,0,1,56,25,1,2,0,0,88,95,85,96
05,007,050407,OPEN END R60                  ,05/02/2026,C,U,0804526,HILO 10/1 FANTA OE CARDA TECEL,22:00,06:00,72000,540,5.3,0000000107,10,"8,00","16,76","659,84","109,12","208,76","1.670,11","1.617,50","96,8","97,8",00096,"0,997",9500,3,7,65,0,3,0,1,11,22,0,1,0,0,186,97,95,97
05,007,050407,OPEN END R60                  ,06/02/2026,A,U,0804526,HILO 10/1 FANTA OE CARDA TECEL,06:00,14:00,72000,540,5.3,0000000107,10,"8,00","16,76","659,84","109,12","208,76","1.670,11","891,10","53,4","53,9",00096,"0,997",9500,0,6,34,0,2,0,0,3,9,1,3,0,0,103,91,93,97
05,007,050407,OPEN END R60                  ,06/02/2026,B,U,0804526,HILO 10/1 FANTA OE CARDA TECEL,14:00,22:00,72000,540,5.35,0000000107,10,"8,00","16,92","666,07","108,10","206,81","1.654,51","1.533,00","92,7","92,6",00096,"0,997",9500,6,12,104,0,1,1,1,18,39,1,7,0,0,163,98,95,96
05,007,050407,OPEN END R60                  ,06/02/2026,C,U,0804526,HILO 10/1 FANTA OE CARDA TECEL,22:00,06:00,72000,540,5.3,0000000107,10,"8,00","16,76","659,84","109,12","208,76","1.670,11","1.598,20","95,7","96,6",00096,"0,997",9500,3,14,122,0,1,3,0,40,45,7,2,0,0,151,95,97,96
05,008,050408,OPEN END RIETER R60           ,12/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","920,90","49,6","60,7",00096,"1,000",9500,6,47,180,50,19,63,1,66,83,9,1,0,0,94,88,80,92
05,008,050408,OPEN END RIETER R60           ,12/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,12/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.172,20","63,2","63,0",00096,"1,000",9500,3,24,96,60,6,38,0,22,37,3,2,0,0,60,94,95,97
05,008,050408,OPEN END RIETER R60           ,13/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.770,80","95,4","95,2",00096,"1,000",9500,7,34,155,72,7,13,4,50,73,1,0,0,0,74,94,94,93
05,008,050408,OPEN END RIETER R60           ,13/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.492,20","80,4","80,3",00096,"1,000",9500,7,26,105,56,5,16,3,27,71,4,0,0,0,65,93,97,97
05,008,050408,OPEN END RIETER R60           ,14/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,14/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.794,40","96,7","96,5",00096,"1,000",9500,8,40,140,85,1,9,0,41,82,7,1,0,0,84,91,96,95
05,008,050408,OPEN END RIETER R60           ,14/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.298,90","70,0","69,9",00096,"1,000",9500,7,31,64,44,0,8,2,14,95,1,2,0,0,81,92,86,96
05,008,050408,OPEN END RIETER R60           ,15/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.754,30","94,5","94,3",00096,"1,000",9500,7,36,151,83,7,8,0,17,75,2,0,0,0,92,95,95,96
05,008,050408,OPEN END RIETER R60           ,15/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,15/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.464,30","78,9","79,0",00096,"1,000",9500,4,26,93,66,5,9,1,25,95,5,1,0,0,65,97,90,98
05,008,050408,OPEN END RIETER R60           ,16/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","145,80","7,9","7,9",00096,"1,000",9500,0,0,14,9,0,0,0,64,13,0,0,0,0,16,93,91,100
05,008,050408,OPEN END RIETER R60           ,16/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,16/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.280,00","69,0","68,8",00096,"1,000",9500,0,30,62,45,6,5,4,18,120,1,1,0,0,73,94,86,93
05,008,050408,OPEN END RIETER R60           ,17/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.005,20","54,2","54,0",00096,"1,000",9500,2,20,60,30,5,5,0,12,38,3,1,0,0,56,96,97,96
FILIAL,LOC. FISICO,MAQUINA,NOME_MAQUINA,DATA_PRODUCAO,TURNO,LADO,ITEM,DESC ITEM,HORA INICIAL,HORA FINAL,RPM,NUM FUSOS,ALFA,LOTE PRODUC,TÍTULO,TEMPO,TORCAO P POLEG,TORCAO P METRO,PROD MT/MIN,PROD KG/HR,PROD CALCULADA,PROD INFORMADA,EFIC CALCULADA,EFIC INFORMADA,OPERADOR,T.BOB.,RPM CARD,N,S,L,T,MO,CP V+ SL+,CM V- SL-,CCp C+,CCm C-,JP (P+),JM (P-),CVP,CVM,CORT NAT,% ROB 01,% ROB 02,% ROB 03
05,008,050408,OPEN END RIETER R60           ,17/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.284,20","69,2","69,3",00092,"1,000",9500,5,39,58,50,5,3,0,6,69,2,3,0,0,54,97,88,96
05,008,050408,OPEN END RIETER R60           ,19/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.381,00","74,4","74,2",00096,"1,000",9500,0,8,16,8,1,1,1,1,14,0,0,0,0,117,95,93,98
05,008,050408,OPEN END RIETER R60           ,19/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.811,20","97,6","97,3",00096,"1,000",9500,11,55,128,75,7,17,1,17,94,2,0,0,0,119,91,93,97
05,008,050408,OPEN END RIETER R60           ,19/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.455,00","78,4","78,5",00096,"1,000",9500,10,59,301,73,6,24,0,23,70,2,3,0,0,128,96,97,96
05,008,050408,OPEN END RIETER R60           ,20/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.767,70","95,3","95,5",00096,"1,000",9500,18,85,124,89,7,17,3,18,119,5,1,0,0,232,95,93,95
05,008,050408,OPEN END RIETER R60           ,20/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.759,10","94,8","95,0",00096,"1,000",9500,10,54,137,101,7,15,1,16,115,2,1,0,0,110,96,94,96
05,008,050408,OPEN END RIETER R60           ,20/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.517,00","81,7","81,9",00096,"1,000",9500,13,57,77,64,3,26,0,22,76,3,3,0,0,79,95,95,96
05,008,050408,OPEN END RIETER R60           ,21/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.778,30","95,8","95,9",00096,"1,000",9500,16,77,121,135,7,26,3,28,153,2,2,0,0,116,94,92,95
05,008,050408,OPEN END RIETER R60           ,21/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.812,20","97,7","97,8",00096,"1,000",9500,14,61,124,102,0,14,2,32,105,6,5,0,0,85,96,94,96
05,008,050408,OPEN END RIETER R60           ,21/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.274,00","68,7","68,7",00096,"1,000",9500,7,44,62,35,4,3,0,7,46,1,0,0,0,54,90,92,93
05,008,050408,OPEN END RIETER R60           ,22/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","31,50","1,7","1,7",00096,"1,000",9500,0,0,1,0,0,0,0,0,2,1,0,0,0,2,100,100,100
05,008,050408,OPEN END RIETER R60           ,22/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,22/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,008,050408,OPEN END RIETER R60           ,26/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.053,30","56,8","56,8",00096,"1,000",9500,0,43,71,68,1,22,0,17,88,4,1,0,0,85,93,93,97
05,008,050408,OPEN END RIETER R60           ,26/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.244,00","67,0","69,9",00096,"1,000",9500,0,0,0,0,0,0,0,0,0,0,0,0,0,126,95,94,94
05,008,050408,OPEN END RIETER R60           ,26/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.786,20","96,3","96,5",00096,"1,000",9500,9,57,78,81,3,4,1,10,135,3,2,0,0,117,96,88,98
05,008,050408,OPEN END RIETER R60           ,27/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.806,50","97,3","97,6",00096,"1,000",9500,8,48,78,92,7,6,1,22,140,3,5,0,0,101,95,91,96
05,008,050408,OPEN END RIETER R60           ,27/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.811,80","97,6","97,8",00096,"1,000",9500,5,54,85,68,3,7,0,20,93,1,2,0,0,93,96,96,98
05,008,050408,OPEN END RIETER R60           ,27/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.802,90","97,2","97,4",00096,"1,000",9500,11,60,115,71,4,9,0,18,82,2,1,0,0,68,95,94,96
05,008,050408,OPEN END RIETER R60           ,28/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.816,00","97,9","98,1",00096,"1,000",9500,6,56,61,93,3,10,8,11,129,2,1,0,0,96,92,94,96
05,008,050408,OPEN END RIETER R60           ,28/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.805,10","97,3","97,5",00096,"1,000",9500,11,64,112,100,1,22,3,23,123,3,1,0,0,126,94,92,97
05,008,050408,OPEN END RIETER R60           ,28/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.811,50","97,6","97,8",00096,"1,000",9500,14,61,79,90,1,8,1,23,121,3,6,0,0,68,93,94,97
05,008,050408,OPEN END RIETER R60           ,29/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.807,70","97,4","97,5",00096,"1,000",9500,7,48,101,85,5,31,1,30,143,1,6,0,0,72,94,92,93
05,008,050408,OPEN END RIETER R60           ,29/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.413,90","76,2","76,3",00096,"1,000",9500,7,39,76,79,6,15,0,15,150,1,1,0,0,68,96,95,96
05,008,050408,OPEN END RIETER R60           ,29/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.809,40","97,5","97,6",00096,"1,000",9500,10,54,132,64,1,18,0,19,100,3,3,0,0,76,91,92,96
05,008,050408,OPEN END RIETER R60           ,30/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.805,50","97,3","97,4",00096,"1,000",9500,12,67,94,92,4,14,1,20,125,2,2,0,0,96,92,93,92
05,008,050408,OPEN END RIETER R60           ,30/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000106,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.801,30","97,1","97,2",00096,"1,000",9500,12,59,89,83,2,13,2,19,74,3,3,0,0,58,93,93,98
05,008,050408,OPEN END RIETER R60           ,30/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.816,50","97,9","98,0",00096,"1,000",9500,9,69,89,72,2,12,0,16,63,2,1,0,0,88,91,97,97
05,008,050408,OPEN END RIETER R60           ,31/01/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.769,00","95,3","95,4",00096,"1,000",9500,9,65,91,75,1,6,8,18,95,0,2,0,0,101,89,95,98
05,008,050408,OPEN END RIETER R60           ,31/01/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.570,10","84,6","84,7",00096,"1,000",9500,12,69,105,148,2,11,1,10,93,4,3,0,0,118,87,92,92
05,008,050408,OPEN END RIETER R60           ,31/01/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.770,70","95,4","95,4",00007,"1,000",9500,15,70,126,79,1,17,3,12,58,3,1,0,0,69,90,96,99
05,008,050408,OPEN END RIETER R60           ,02/02/2026,A,U,0523096,HILO 10/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.367,30","73,7","73,0",00096,"1,000",9500,12,45,94,43,3,2,2,13,85,0,1,0,0,106,94,92,97
05,008,050408,OPEN END RIETER R60           ,02/02/2026,B,U,0523096,HILO 10/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","1.215,30","65,5","65,6",00096,"1,000",9500,10,60,75,70,1,10,3,11,41,1,1,0,0,112,78,85,90
05,008,050408,OPEN END RIETER R60           ,02/02/2026,C,U,0523096,HILO 10/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000107,10,"8,00","16,76","659,84","121,24","231,96","1.855,68","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,12/01/2026,A,U,0523093,HILO 7/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,12/01/2026,B,U,0523093,HILO 7/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,12/01/2026,C,U,0523093,HILO 7/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","692,90","21,9","26,4",00096,"0,981",9500,1,33,12,22,1,2,4,13,92,9,2,0,0,74,90,89,82
05,009,050409,OPEN END RIETER R60           ,13/01/2026,A,U,0523093,HILO 7/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","2.558,80","80,8","80,5",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,13/01/2026,B,U,0523093,HILO 7/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,13/01/2026,C,U,0523093,HILO 7/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","1.704,20","53,8","53,6",00096,"0,981",9500,1,74,19,19,3,2,1,22,45,40,5,0,0,114,89,91,91
05,009,050409,OPEN END RIETER R60           ,14/01/2026,C,U,0523093,HILO 7/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","2.123,50","67,0","66,8",00096,"0,981",9500,4,76,31,53,3,0,1,15,142,44,4,0,0,171,87,93,93
05,009,050409,OPEN END RIETER R60           ,14/01/2026,A,U,0523093,HILO 7/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","2.677,30","84,5","84,2",00096,"0,981",9500,3,111,36,54,3,3,0,43,71,34,6,0,0,185,84,93,89
05,009,050409,OPEN END RIETER R60           ,14/01/2026,B,U,0523093,HILO 7/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,15/01/2026,B,U,0523093,HILO 7/1 LISO OE CARDA TECEL,14:00,22:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,050409,OPEN END RIETER R60           ,15/01/2026,A,U,0523093,HILO 7/1 LISO OE CARDA TECEL,06:00,14:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","1.879,40","59,3","59,1",00096,"0,981",9500,3,96,22,39,6,1,1,28,97,26,3,0,0,153,82,89,86
05,009,050409,OPEN END RIETER R60           ,15/01/2026,C,U,0523093,HILO 7/1 LISO OE CARDA TECEL,22:00,06:00,80000,540,5.3,0000000105,7,"8,00","14,02","552,07","144,91","396,07","3.168,52","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
