FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543019,010,70185522,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543019,010,70185522,AI311102G5561,WARDEN II,340,TRAMA MOLE,4,1,22/01/2026
05,0543019,011,70185523,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543019,011,70185523,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
05,0543019,011,70185523,AI311102G5561,WARDEN II,363,"FUROS,RASGOS E CORTES TEC.",4,1,22/01/2026
05,0543019,011,70185523,AI311102G5561,WARDEN II,340,TRAMA MOLE,1,1,22/01/2026
05,0543019,011,70185523,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
05,0543019,012,70185524,AI311102G5561,WARDEN II,221,TRAMA IRREGULAR (PEDACO),4,1,22/01/2026
05,0543019,012,70185524,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543019,012,70185524,AI311102G5561,WARDEN II,221,TRAMA IRREGULAR (PEDACO),2,1,22/01/2026
05,0543019,012,70185524,AI311102G5561,WARDEN II,340,TRAMA MOLE,1,1,22/01/2026
05,0543019,013,70185525,AI311102G5561,WARDEN II,466,MANCHA DE OLEO DE ACABAMENTO,2,1,22/01/2026
05,0543019,013,70185525,AI311102G5561,WARDEN II,328,FALTA DE TRAMA,4,1,22/01/2026
05,0543019,013,70185525,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543019,014,70185527,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
05,0543019,014,70185527,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
05,0543019,014,70185527,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,1,1,22/01/2026
05,0543019,014,70185527,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,1,1,22/01/2026
05,0543019,014,70185527,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,22/01/2026
05,0543019,015,70185526,AI311102G5561,WARDEN II,000,--,0,2,22/01/2026
05,0543019,016,70185528,AI311102G5561,WARDEN II,000,--,0,2,22/01/2026
05,0543019,017,70185532,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,22/01/2026
05,0543019,018,70185529,AI311102G5561,WARDEN II,340,TRAMA MOLE,4,1,22/01/2026
05,0543019,018,70185529,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543019,018,70185529,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,22/01/2026
05,0543019,019,70185530,AI311102G5561,WARDEN II,000,--,0,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,340,TRAMA MOLE,1,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,221,TRAMA IRREGULAR (PEDACO),2,1,22/01/2026
05,0543019,020,70185531,AI311102G5561,WARDEN II,205,FIO IRREGULAR,1,1,22/01/2026
05,0543020,001,70183082,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,002,70183083,YI310852G5561,LAREDO A,000,--,0,1,17/01/2026
05,0543020,003,70183084,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,004,70183085,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,004,70183085,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,005,70183086,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,006,70183087,YI310852G5561,LAREDO A,313,FIO QUEBRADO,4,1,17/01/2026
05,0543020,006,70183087,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,006,70183087,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,007,70183088,YI310852G5561,LAREDO A,328,FALTA DE TRAMA,4,1,17/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543020,007,70183088,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,008,70183089,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,008,70183089,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,008,70183089,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,009,70183090,YI310852G5561,LAREDO A,000,--,0,1,17/01/2026
05,0543020,010,70183091,YI310852G5561,LAREDO A,000,--,0,2,17/01/2026
05,0543020,011,70183092,YI310852G5561,LAREDO A,000,--,0,1,17/01/2026
05,0543020,012,70183093,YI310852G5561,LAREDO A,000,--,0,2,17/01/2026
05,0543020,013,70183094,YI310852G5561,LAREDO A,386,TRAMA DUPLA,4,1,17/01/2026
05,0543020,013,70183094,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,013,70183094,YI310852G5561,LAREDO A,101,FAIXA DE GOMA,4,1,17/01/2026
05,0543020,014,70183095,YI310852G5561,LAREDO A,340,TRAMA MOLE,4,1,17/01/2026
05,0543020,014,70183095,YI310852G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,17/01/2026
05,0543020,014,70183095,YI310852G5561,LAREDO A,382,TRAMA CURTA,4,1,17/01/2026
05,0543020,015,70183096,YI310852G5561,LAREDO A,309,FALTA DE FIO,4,1,17/01/2026
05,0543020,016,70183097,YI310852G5561,LAREDO A,328,FALTA DE TRAMA,4,1,17/01/2026
05,0543020,016,70183097,YI310852G5561,LAREDO A,333,PARADA DE TEAR,4,1,17/01/2026
05,0543020,017,70183098,YI310852G5561,LAREDO A,000,--,0,2,17/01/2026
05,0543021,001,70196688,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543021,001,70196688,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,001,70196688,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,001,70196688,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,001,70196688,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543021,002,70196689,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,003,70196690,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543021,004,70196691,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,004,70196691,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,004,70196691,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,004,70196691,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,005,70196692,AI311102G5561,WARDEN II,475,QUEBRAS DE ACABAMENTO,4,1,15/01/2026
05,0543021,005,70196692,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,005,70196692,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,005,70196692,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,005,70196692,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,006,70196693,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,006,70196693,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,006,70196693,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,006,70196693,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,006,70196693,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,007,70196694,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,007,70196694,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,008,70196695,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,008,70196695,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543021,009,70196696,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,009,70196696,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,009,70196696,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543021,009,70196696,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543021,010,70196697,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,010,70196697,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,010,70196697,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,010,70196697,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,010,70196697,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,15/01/2026
05,0543021,011,70196698,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,012,70196699,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,012,70196699,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,012,70196699,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,013,70196700,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,013,70196700,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,013,70196700,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543021,013,70196700,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,013,70196700,AI311102G5561,WARDEN II,363,"FUROS,RASGOS E CORTES TEC.",4,1,15/01/2026
05,0543021,013,70196700,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,014,70196701,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,014,70196701,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,014,70196701,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,014,70196701,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,014,70196701,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,015,70196702,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,015,70196702,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,4,1,15/01/2026
05,0543021,015,70196702,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,016,70196703,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,016,70196703,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,016,70196703,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543021,016,70196703,AI311102G5561,WARDEN II,387,TRAMA DOBRADA,2,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543021,017,70196704,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543021,018,70196705,AI311102G5561,WARDEN II,000,--,0,1,15/01/2026
05,0543021,019,70196706,AI311102G5561,WARDEN II,000,--,0,2,15/01/2026
05,0543022,001,70196658,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,001,70196658,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,001,70196658,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,001,70196658,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,001,70196658,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,002,70196662,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,002,70196662,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543022,002,70196662,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,002,70196662,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,002,70196662,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543022,003,70196659,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543022,003,70196659,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,003,70196659,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543022,004,70196663,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,004,70196663,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,004,70196663,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543022,004,70196663,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543022,004,70196663,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,005,70196660,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,005,70196660,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,005,70196660,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543022,005,70196660,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,006,70196661,AI311102G5561,WARDEN II,320,NO,2,1,15/01/2026
05,0543022,006,70196661,AI311102G5561,WARDEN II,320,NO,2,1,15/01/2026
05,0543022,006,70196661,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,006,70196661,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,007,70196664,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,007,70196664,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,007,70196664,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,007,70196664,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,007,70196664,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,008,70196650,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,009,70196654,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543022,010,70196665,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,010,70196665,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,010,70196665,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,011,70196666,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,012,70196667,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,012,70196667,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,012,70196667,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543022,013,70196652,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,014,70196651,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,4,1,15/01/2026
05,0543022,014,70196651,AI311102G5561,WARDEN II,340,TRAMA MOLE,3,1,15/01/2026
05,0543022,014,70196651,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,014,70196651,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,015,70196656,AI311102G5561,WARDEN II,340,TRAMA MOLE,3,1,15/01/2026
05,0543022,015,70196656,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,015,70196656,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,015,70196656,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,016,70196657,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,016,70196657,AI311102G5561,WARDEN II,312,FIO MOLE TECELAGEM,2,1,15/01/2026
05,0543022,017,70196655,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,017,70196655,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543022,018,70196653,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543022,018,70196653,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,018,70196653,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543022,018,70196653,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,001,70196670,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543023,001,70196670,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,001,70196670,AI311102G5561,WARDEN II,340,TRAMA MOLE,4,1,15/01/2026
05,0543023,001,70196670,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,002,70196669,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,002,70196669,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,002,70196669,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,002,70196669,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,003,70196671,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,004,70196672,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,004,70196672,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,005,70196673,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,005,70196673,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,005,70196673,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,005,70196673,AI311102G5561,WARDEN II,205,FIO IRREGULAR,2,1,15/01/2026
05,0543023,006,70196676,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,006,70196676,AI311102G5561,WARDEN II,333,PARADA DE TEAR,4,1,15/01/2026
05,0543023,006,70196676,AI311102G5561,WARDEN II,382,TRAMA CURTA,4,1,15/01/2026
05,0543023,006,70196676,AI311102G5561,WARDEN II,340,TRAMA MOLE,2,1,15/01/2026
05,0543023,007,70196678,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
05,0543023,007,70196678,AI311102G5561,WARDEN II,313,FIO QUEBRADO,4,1,15/01/2026
