FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543720,003,70195654,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,28/01/2026
05,0543720,004,70195650,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,28/01/2026
05,0543720,004,70195650,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,28/01/2026
05,0543720,005,70195651,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,28/01/2026
05,0543720,005,70195651,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,28/01/2026
05,0543720,005,70195651,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,28/01/2026
05,0543720,005,70195651,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,28/01/2026
05,0543720,006,70195656,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,28/01/2026
05,0543720,007,70195657,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,28/01/2026
05,0543720,007,70195657,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,28/01/2026
05,0543720,007,70195657,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,28/01/2026
05,0543720,008,70195655,YI310848G5561,LAREDO A,000,--,0,1,28/01/2026
05,0543720,009,70195658,YI310848G5561,LAREDO A,000,--,0,2,28/01/2026
05,0543721,001,70193583,YI310848G5561,LAREDO A,363,"FUROS,RASGOS E CORTES TEC.",4,1,29/01/2026
05,0543721,001,70193583,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543721,001,70193583,YI310848G5561,LAREDO A,313,FIO QUEBRADO,3,1,29/01/2026
05,0543721,001,70193583,YI310848G5561,LAREDO A,340,TRAMA MOLE,3,1,29/01/2026
05,0543721,001,70193583,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,002,70193584,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543721,003,70193585,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543721,003,70193585,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,004,70193586,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,004,70193586,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,004,70193586,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543721,005,70193587,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543721,005,70193587,YI310848G5561,LAREDO A,363,"FUROS,RASGOS E CORTES TEC.",4,1,29/01/2026
05,0543721,005,70193587,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543721,006,70193588,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543721,006,70193588,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543721,007,70193592,YI310848G5561,LAREDO A,000,--,0,1,29/01/2026
05,0543721,008,70193589,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543721,009,70193595,YI310848G5561,LAREDO A,000,--,0,1,29/01/2026
05,0543721,010,70193593,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,010,70193593,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543721,010,70193593,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,4,1,29/01/2026
05,0543721,011,70193590,YI310848G5561,LAREDO A,000,--,0,1,29/01/2026
05,0543721,012,70193591,YI310848G5561,LAREDO A,000,--,0,1,29/01/2026
05,0543721,013,70193594,YI310848G5561,LAREDO A,000,--,0,1,29/01/2026
05,0543721,014,70193596,YI310848G5561,LAREDO A,101,FAIXA DE GOMA,4,1,29/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543722,001,70192570,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,001,70192570,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,001,70192570,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543722,001,70192570,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,002,70192572,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,002,70192572,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543722,003,70192573,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543722,004,70192574,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,004,70192574,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,004,70192574,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,29/01/2026
05,0543722,004,70192574,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,29/01/2026
05,0543722,005,70192575,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,005,70192575,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543722,005,70192575,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,006,70192571,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543722,006,70192571,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,330,RALEIRA,4,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,007,70192576,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,466,MANCHA DE OLEO DE ACABAMENTO,2,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,330,RALEIRA,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543722,008,70192577,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543722,008,70192577,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,29/01/2026
05,0543722,009,70192581,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543722,009,70192581,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,363,"FUROS,RASGOS E CORTES TEC.",4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,010,70192578,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,4,1,29/01/2026
05,0543722,011,70192579,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,011,70192579,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,011,70192579,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,011,70192579,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,012,70192580,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,29/01/2026
05,0543722,012,70192580,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543722,012,70192580,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,29/01/2026
05,0543722,012,70192580,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,29/01/2026
05,0543722,012,70192580,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,29/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,341,TRAMA REPUXADA,1,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,4,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,4,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,31/01/2026
05,0543723,001,70193241,YI310848G5561,LAREDO A,341,TRAMA REPUXADA,1,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,320,NO,1,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,31/01/2026
05,0543723,002,70193242,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,3,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,205,FIO IRREGULAR,2,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,340,TRAMA MOLE,1,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,31/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543723,003,70193243,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,3,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,2,1,31/01/2026
05,0543723,003,70193243,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,31/01/2026
05,0543723,004,70193240,YI310848G5561,LAREDO A,000,--,0,2,31/01/2026
05,0543723,005,70193244,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,31/01/2026
05,0543723,005,70193244,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,31/01/2026
05,0543723,005,70193244,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,2,1,31/01/2026
05,0543723,005,70193244,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,31/01/2026
05,0543723,005,70193244,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,31/01/2026
05,0543724,001,70193193,YI310848G5561,LAREDO A,363,"FUROS,RASGOS E CORTES TEC.",4,1,30/01/2026
05,0543724,001,70193193,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,30/01/2026
05,0543724,001,70193193,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,001,70193193,YI310848G5561,LAREDO A,340,TRAMA MOLE,2,1,30/01/2026
05,0543724,002,70193192,YI310848G5561,LAREDO A,000,--,0,2,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,333,PARADA DE TEAR,4,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,101,FAIXA DE GOMA,4,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,003,70193194,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,101,FAIXA DE GOMA,4,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,004,70193196,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,387,TRAMA DOBRADA,2,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,165,MANCHA DE POS - ENCERAGEM,4,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,005,70193197,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,313,FIO QUEBRADO,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,2,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,2,1,30/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543724,006,70193198,YI310848G5561,LAREDO A,328,FALTA DE TRAMA,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,382,TRAMA CURTA,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,312,FIO MOLE TECELAGEM,4,1,30/01/2026
05,0543724,006,70193198,YI310848G5561,LAREDO A,205,FIO IRREGULAR,1,1,30/01/2026
05,0543724,007,70193195,YI310848G5561,LAREDO A,107,M.TING.(FINAL DE ROLADA),4,2,30/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,001,70194848,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,002,70194849,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,003,70194850,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,004,70194851,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,004,70194851,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,004,70194851,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,004,70194851,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,004,70194851,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543801,005,70194853,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,005,70194853,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,006,70194852,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,006,70194852,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,006,70194852,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,006,70194852,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,006,70194852,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,007,70194854,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,328,FALTA DE TRAMA,4,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,008,70194855,AF311006E5561,ICON IV,101,FAIXA DE GOMA,4,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,101,FAIXA DE GOMA,4,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,009,70194856,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,312,FIO MOLE TECELAGEM,4,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
FILIAL,PARTIDA,PECA,ETIQUETA,ARTIGO,NM_MERC,COD_DEF,DESC_DEFEITO,PONTOS,QUALIDADE,DATA_PROD
05,0543801,010,70194857,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,010,70194857,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,312,FIO MOLE TECELAGEM,4,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,313,FIO QUEBRADO,4,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,27/01/2026
05,0543801,011,70194858,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,27/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,387,TRAMA DOBRADA,4,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,313,FIO QUEBRADO,4,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,387,TRAMA DOBRADA,4,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,354,TRAMA FLOJA LARGA,4,1,28/01/2026
05,0543801,012,70194859,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,205,FIO IRREGULAR,1,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,221,TRAMA IRREGULAR (PEDACO),2,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,333,PARADA DE TEAR,4,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,382,TRAMA CURTA,4,1,28/01/2026
05,0543801,013,70194860,AF311006E5561,ICON IV,340,TRAMA MOLE,2,1,28/01/2026
