MAQUINA,ARTIGO,NM_MERC,PARTIDA,METRAGEM,DT_PROD,HORA_PROD,TURNO,LARG_AL,GRAMAT,POTEN,%_ENC_URD,%_ENC_TRAMA,%_SK1,%_SK2,%_SK3,%_SK4,%_SKE,%_STT,%_SKM,APROV,COD_ART,COR_ART,OBS,REPROCESSO,SEQ TESTE
165001,YIC20949C5920,MACAO,1544020,"990,00",05/02/2026,04:40,C,"148,00","291,00","13,00","-0,80","-15,88",,,"1,50","3,57","1,35","47,20","24,00",A,YIC20949C5,920,, ,01
165001,YIC20949C5920,MACAO,1544025,"1.075,00",05/02/2026,04:05,C,"147,50","291,00","13,00","-0,80","-15,93",,,"2,75","3,27","1,63","47,20","24,20",A,YIC20949C5,920,, ,01
165001,YIC20949C5920,MACAO,1544023,"1.087,00",05/02/2026,03:22,C,"147,00","290,00","13,00","-1,20","-16,33","2,50","1,25","1,75","2,96","2,04","47,20","24,00",A,YIC20949C5,920,, ,01
MAQUINA,ARTIGO,NM_MERC,PARTIDA,METRAGEM,DT_PROD,HORA_PROD,TURNO,LARG_AL,GRAMAT,POTEN,%_ENC_URD,%_ENC_TRAMA,%_SK1,%_SK2,%_SK3,%_SK4,%_SKE,%_STT,%_SKM,APROV,COD_ART,COR_ART,OBS,REPROCESSO,SEQ TESTE
165001,YIC20950C5561C,STOMP II,0544402,"2.109,00",07/02/2026,06:45,C,"141,00","290,00","11,00","-1,60","-14,89","3,25","1,75","1,50","1,90","2,13","43,20","26,80",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544421,"953,00",07/02/2026,05:45,C,"141,00","292,00","11,00","-0,60","-13,12","2,50","2,50","0,00","3,33","1,91","43,60","26,80",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544424,"1.294,00",07/02/2026,05:18,C,"140,00","292,00","11,00","-1,60","-13,57","2,50","1,75","0,75","3,00","1,86","42,00","26,80",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544401,"2.104,00",07/02/2026,04:42,C,"141,00","290,00","11,00","-1,20","-13,12","2,75","2,75","-0,50","3,33","1,91","42,00","27,20",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544413,"845,00",07/02/2026,03:43,C,"140,00","294,00","11,00","-1,00","-12,14","2,75","2,75","-0,50","5,00","2,14","41,20","27,20",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544406,"2.111,00",07/02/2026,03:20,C,"141,00","292,00","11,00","-1,60","-14,18","2,75","2,25","0,00","3,33","1,91","41,20","26,80",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544415,"266,00",07/02/2026,02:20,C,"142,00","292,00","11,00","-0,60","-13,03","2,50","3,75","-0,25","2,73","2,11","40,80","27,20",A,YIC20950C5,561C,, ,01
165001,YIC20950C5561C,STOMP II,0544403,"2.110,00",07/02/2026,02:11,C,"141,00","292,00","11,00","-1,60","-12,06","4,50","4,00","-0,75","1,90","2,48","41,20","26,80",A,YIC20950C5,561C,, ,01
