"schema","table","column","data_type","precision","is_nullable","column_default"
"public","tb_uster_carda_titulo_tbl","id","bigint","64","NO","nextval('tb_uster_carda_titulo_tbl_id_seq'::regclass)"
"public","tb_uster_carda_titulo_tbl","testnr","text","","NO",""
"public","tb_uster_carda_titulo_tbl","repno","smallint","16","NO",""
"public","tb_uster_carda_titulo_tbl","titulo","numeric","","NO",""
"public","tb_uster_carda_titulo_tbl","created_at","timestamp with time zone","","NO","now()"
"public","tb_uster_par","testnr","text","","NO",""
"public","tb_uster_par","nomcount","text","","YES",""
"public","tb_uster_par","maschnr","text","","YES",""
"public","tb_uster_par","lote","text","","YES",""
"public","tb_uster_par","laborant","text","","YES",""
"public","tb_uster_par","time_stamp","text","","YES",""
"public","tb_uster_par","matclass","text","","YES",""
"public","tb_uster_par","estiraje","text","","YES",""
"public","tb_uster_par","pasador","text","","YES",""
"public","tb_uster_par","obs","text","","YES",""
"public","tb_uster_par","created_at","timestamp with time zone","","YES","now()"
"public","tb_uster_par","updated_at","timestamp with time zone","","YES","now()"
"public","tb_uster_tbl","id","bigint","64","NO","nextval('tb_uster_tbl_id_seq'::regclass)"
"public","tb_uster_tbl","testnr","text","","NO",""
"public","tb_uster_tbl","seqno","integer","32","YES",""
"public","tb_uster_tbl","no_","text","","YES",""
"public","tb_uster_tbl","u_percent","numeric","","YES",""
"public","tb_uster_tbl","cvm_percent","numeric","","YES",""
"public","tb_uster_tbl","indice_percent","numeric","","YES",""
"public","tb_uster_tbl","cvm_1m_percent","numeric","","YES",""
"public","tb_uster_tbl","cvm_3m_percent","numeric","","YES",""
"public","tb_uster_tbl","cvm_10m_percent","numeric","","YES",""
"public","tb_uster_tbl","titulo","numeric","","YES",""
"public","tb_uster_tbl","titulo_rel_perc","numeric","","YES",""
"public","tb_uster_tbl","h","numeric","","YES",""
"public","tb_uster_tbl","sh","numeric","","YES",""
"public","tb_uster_tbl","sh_1m","numeric","","YES",""
"public","tb_uster_tbl","sh_3m","numeric","","YES",""
"public","tb_uster_tbl","sh_10m","numeric","","YES",""
"public","tb_uster_tbl","delg_minus30_km","numeric","","YES",""
"public","tb_uster_tbl","delg_minus40_km","numeric","","YES",""
"public","tb_uster_tbl","delg_minus50_km","numeric","","YES",""
"public","tb_uster_tbl","delg_minus60_km","numeric","","YES",""
"public","tb_uster_tbl","grue_35_km","numeric","","YES",""
"public","tb_uster_tbl","grue_50_km","numeric","","YES",""
"public","tb_uster_tbl","grue_70_km","numeric","","YES",""
"public","tb_uster_tbl","grue_100_km","numeric","","YES",""
"public","tb_uster_tbl","neps_140_km","numeric","","YES",""
"public","tb_uster_tbl","neps_200_km","numeric","","YES",""
"public","tb_uster_tbl","neps_280_km","numeric","","YES",""
"public","tb_uster_tbl","neps_400_km","numeric","","YES",""
"public","tb_uster_tbl","created_at","timestamp with time zone","","YES","now()"
